bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier2,v10.1,v11.0,major_2x,66,5,17.94394138609848,24,115264,247311,98.35650524360729,537,6,37,on_premise,13,21101,3402,1539,82.98645833378467,big_bang,14.133041155623639,scrum,2,1,1,1,1,1,1,1,1,0,87.96228591213313,15,53.077356669604214,2,32,0,0,8,1,2042906,0,1,100.0,51.93825262180364
tier2,v8.2,v9.0,minor,15,15,14.52772290821462,38,400813,820047,97.21273465510133,1098,12,42,on_premise,33,29961,6099,5372,91.7224409914846,blue_green,51.33405082406128,kanban,6,0,1,1,0,1,1,1,1,0,82.07561844795129,18,75.11625518725292,6,29,0,1,13,1,1746496,1,1,100.0,19.64636732755065
microfinance,v8.5,v10.1,major_1x,13,13,58.23543896479775,7,91444,389289,95.32718937025989,589,2,5,on_premise,7,5358,931,1890,80.02504995967456,big_bang,6.257792560012956,agile,3,1,0,0,1,1,1,1,1,0,77.63628582098126,9,47.50213259271618,5,7,1,0,5,0,1165404,0,1,87.56549748434732,77.38359468512994
tier2,v9.0,v9.0,minor,99,26,70.2677049713528,15,361552,406134,95.87932290930459,1501,8,31,private_cloud,35,36534,3297,3588,80.95504149196611,canary,84.7161785388618,waterfall,7,1,1,1,1,1,1,0,0,1,82.96512803301022,10,59.44695037122156,5,28,1,0,14,0,3728559,0,1,85.77111873825383,28.4196614546523
tier1,v9.2,v10.1,minor,71,15,22.29490176423935,32,109137,333873,99.16840458858464,1443,13,43,hybrid_cloud,21,41104,4294,5766,91.23381407434545,canary,57.64849185022705,scrum,8,1,1,1,1,1,1,1,0,0,92.41157911475672,5,85.11070581933446,11,44,0,1,19,1,1652624,1,1,93.63556235358078,10.224202294292311
tier3,v10.1,v9.2,major_1x,11,14,39.24950257132978,7,62384,513078,98.5985871765116,774,5,29,on_premise,7,8864,1970,5971,79.22089524603712,blue_green,63.6716713386899,waterfall,2,0,1,0,1,1,1,0,1,0,71.47696469995104,13,48.88046074013769,9,13,0,0,4,1,1599016,1,1,85.31821113406636,54.3192935882558
microfinance,v9.0,v9.2,major_1x,89,37,19.133854867740162,25,31966,147420,95.22238294786892,664,1,12,on_premise,11,8737,2571,772,60.51534139337175,canary,30.80534150898738,agile,4,1,1,1,1,1,1,0,0,1,72.79712845413682,14,60.39922030311428,3,3,0,1,6,1,557199,0,1,69.17035736637357,75.33119147393447
tier2,v8.5,v10.5,minor,106,45,70.66133335068517,37,140873,658628,99.03529378720273,322,6,10,on_premise,38,35748,2470,5819,84.69683095143003,big_bang,20.623010507210825,scrum,4,1,1,1,0,1,0,1,1,1,64.57796493838407,9,52.98949506992479,2,18,0,0,5,1,1473452,1,1,100.0,70.07764689360137
tier1,v10.1,v10.5,minor,53,8,32.023231321594764,31,135927,548488,97.26993137822056,1464,3,18,on_premise,46,32806,4318,4226,91.7247039296193,blue_green,86.4537995701884,scrum,8,1,1,1,1,1,1,1,1,0,72.05570640641562,6,60.765072664026434,1,11,0,0,13,1,4273301,1,1,44.00086110793365,51.35496568911029
tier2,v8.2,v10.1,major_1x,68,27,44.152656297946066,17,374410,396095,96.26771747342282,321,7,18,hybrid_cloud,36,24579,2613,7066,87.05577260924068,blue_green,28.21093552584816,agile,7,1,1,1,1,1,1,1,1,1,71.48414245347755,6,81.98247378156485,7,30,0,1,15,1,1462453,1,1,61.286189064666154,61.7138587367114
tier3,v9.2,v10.1,minor,14,15,21.609236122302473,35,265908,389957,95.60273929800617,244,0,24,on_premise,14,21569,4847,6101,82.54481010479327,big_bang,8.588810572179256,scrum,4,0,1,1,1,1,1,1,1,0,88.46608549293084,16,63.70125231329852,10,19,1,0,3,1,1744177,1,1,70.09986343546751,80.92136964900308
tier2,v8.5,v9.2,major_1x,58,9,34.13940470018656,9,100081,580966,98.48457766739577,1423,12,15,public_cloud,28,23226,7049,1536,88.8535919619431,blue_green,24.73004126406251,waterfall,0,1,1,1,1,1,1,1,1,0,74.4325460655082,8,47.74565641629435,7,44,1,0,16,1,2598599,1,1,84.08370873812214,27.28228883369789
tier3,v9.2,v11.0,major_2x,20,25,27.16233308768369,29,245768,523244,96.90550268459276,241,0,15,on_premise,7,11392,1880,6050,71.28859807599581,big_bang,44.36760544629968,kanban,2,1,1,1,0,0,1,1,1,1,66.41613197459645,17,43.28961039714453,9,31,0,0,11,0,2473774,1,1,90.03852675401994,86.13275134229639
microfinance,v10.1,v10.1,major_1x,72,22,35.95362867197532,17,92935,123264,97.84464930473814,621,9,6,on_premise,20,13356,1652,3120,74.5826331529849,big_bang,27.77565003489746,scrum,2,1,1,1,0,0,1,0,0,1,84.96104164507831,14,57.20026815439492,8,40,1,1,2,1,1294755,0,1,100.0,56.50232465236907
tier2,v9.0,v10.1,major_1x,22,41,39.29887252829318,25,281198,204124,96.3174652596901,1247,12,24,private_cloud,36,34091,3343,8040,95.73886922031592,rolling,22.54070468625818,kanban,5,1,0,0,1,0,1,0,1,1,75.2639495117,7,59.06116513778254,5,19,1,0,12,0,2181467,1,1,100.0,25.21873262984505
tier2,v9.2,v11.0,major_1x,53,40,34.02300124185625,37,224060,203599,98.11445938501987,1364,4,6,hybrid_cloud,9,21404,2038,5432,87.35070859559033,blue_green,50.207775261316634,waterfall,7,1,1,1,0,1,1,1,1,1,70.09099808186978,9,72.00439379802422,1,62,0,0,6,1,2724984,0,1,48.79318126256194,56.777229692509934
tier2,v8.2,v10.5,major_2x,56,22,20.68748395037435,42,283491,818839,95.88834413659646,1325,7,15,hybrid_cloud,32,35405,4378,5166,90.62068731118555,blue_green,81.50253216741591,agile,0,1,1,1,1,0,1,1,1,1,88.07436474122945,13,53.95896875867301,11,44,0,1,14,0,2902250,1,1,90.07948476781284,42.94417206829823
tier1,v8.5,v10.5,major_1x,105,45,47.1618233018426,41,252329,514391,95.9929132041726,1107,4,14,public_cloud,40,46732,3182,4106,93.75020467383749,blue_green,76.76188422168673,waterfall,5,1,1,1,1,1,0,1,1,0,81.65490632464683,7,63.74920543657298,5,72,1,0,13,1,2046472,1,1,61.658971708318724,56.8564566020863
microfinance,v8.2,v10.1,minor,40,26,55.419804459675234,29,232729,543762,95.55643640616817,1173,8,30,on_premise,20,10225,2990,2225,80.77353841895668,big_bang,6.946936252822265,scrum,4,0,1,1,1,1,1,1,1,1,77.11594975882224,15,65.21966622069563,9,27,0,0,7,1,687625,1,1,100.0,35.318218203084086
tier2,v9.2,v10.5,minor,103,11,57.7049416261582,7,366584,497435,98.63214832187757,387,8,31,on_premise,13,21495,6669,6189,74.34838445105382,big_bang,34.32398614005107,scrum,3,1,1,1,1,1,1,1,1,0,70.6478300829612,12,61.67446843270699,4,30,1,1,16,1,2391578,0,1,93.73885264180771,52.07607416093879
tier2,v9.0,v10.5,major_2x,68,14,57.13288488200467,8,340127,586859,98.02330781392786,1080,5,8,hybrid_cloud,21,34032,3196,3115,96.46147180463984,rolling,62.08332514953101,waterfall,5,1,1,1,1,0,1,1,1,1,82.1682616253388,14,53.5822628862174,3,65,1,0,11,1,1775926,0,1,79.37900928725165,58.41165390696392
tier3,v9.0,v10.5,minor,21,15,32.611114512582546,10,84340,318287,95.82916979237325,759,0,9,hybrid_cloud,13,9547,2124,3773,78.11838586667834,big_bang,14.968916039699828,agile,3,1,1,1,1,0,0,1,1,1,84.37261502895367,14,48.199890277899385,7,8,0,0,11,1,2582947,1,1,73.26601966816187,78.23458489618662
tier2,v8.2,v9.2,major_1x,14,10,56.412167293638824,20,153020,564449,96.94749061172999,1296,13,28,hybrid_cloud,38,22137,3569,4128,86.59933080176354,blue_green,50.62956286729791,scrum,2,0,1,1,0,0,1,1,0,1,80.88063886472709,13,55.50368761894203,1,24,0,1,16,1,3183324,1,1,100.0,19.553745305864993
tier3,v10.1,v9.0,major_2x,10,8,38.06836769922754,32,286866,351787,97.95280475034352,858,2,34,hybrid_cloud,12,20453,984,5392,78.15268873762098,rolling,40.9515185047388,scrum,1,1,1,1,1,1,1,1,0,1,81.52628606517081,16,63.217927136146564,5,58,0,0,13,1,898054,0,1,72.17588995889051,58.81640237517176
tier1,v10.1,v10.1,major_1x,80,41,25.872586986391383,42,123170,991981,96.85325337879426,1170,8,25,private_cloud,25,35207,7696,5726,100.0,canary,22.51766453916358,agile,3,1,1,1,1,1,1,1,1,1,72.65542561980948,10,74.75356414954413,12,40,0,0,15,0,4271689,1,1,69.20440712076088,38.52662668939712
tier3,v9.0,v10.1,minor,42,32,35.517450278795444,32,45655,397590,98.51265941820296,1310,11,5,hybrid_cloud,13,25972,2301,6288,78.37030364547353,rolling,44.79218096226915,waterfall,0,1,0,1,1,1,1,1,0,1,87.52356826880725,11,52.28223856685897,2,12,1,0,11,0,1771832,0,1,100.0,37.556329709101476
microfinance,v8.2,v9.2,minor,83,16,18.15444449578117,28,263261,311058,98.11365736131758,638,6,18,on_premise,14,11720,3240,1106,68.50288787245587,canary,54.30415276602757,agile,4,0,0,1,1,1,1,1,0,1,79.56640649814156,13,51.68112076207598,5,12,0,0,5,1,771489,0,1,100.0,59.29682868065878
tier3,v8.2,v9.0,minor,45,9,18.80281710159069,12,194875,170575,97.20391028559428,236,7,24,on_premise,8,10993,2846,2863,71.80631050624135,rolling,47.709993896574304,agile,1,1,1,0,1,1,1,1,1,0,67.43217519164462,10,62.2590109052602,4,38,1,1,3,1,514272,0,1,69.66158518092443,60.88195514279714
microfinance,v8.2,v9.0,minor,28,15,12.4577004812883,21,242606,471901,97.1884898516133,541,0,1,on_premise,8,13441,567,579,83.42853269771135,big_bang,55.18247129817132,waterfall,1,1,1,1,0,1,1,1,0,1,67.03136037803884,17,59.4652233010951,5,37,1,0,5,0,1547099,1,1,61.33554430316166,87.27424492580664
tier2,v9.2,v9.2,major_2x,96,26,31.180431504476704,40,246230,798259,98.0137694283906,1466,2,42,on_premise,26,20134,4587,3253,84.42793778278141,blue_green,56.20931713404307,scrum,7,1,1,0,0,1,1,1,0,0,90.00276203740417,9,69.42212376766338,7,63,0,1,11,1,2294873,0,1,73.11097147300624,42.686884714195315
tier2,v10.1,v11.0,major_1x,48,39,34.02756595770491,18,272849,300769,96.44580705294148,1680,10,38,on_premise,13,21824,5758,5133,79.19742801078043,rolling,66.50908692818967,waterfall,5,1,1,1,1,1,1,1,1,1,75.42426368670432,10,59.128459317733984,11,14,0,0,16,1,1969066,0,1,82.42750956345456,15.622903526470736
tier3,v10.1,v11.0,major_1x,35,42,50.90547096606448,31,264436,273763,96.53746305556967,299,6,25,private_cloud,18,17890,2974,5530,73.12509166714071,big_bang,63.127218701146546,scrum,1,0,1,0,1,0,0,1,1,1,70.32274353599489,14,43.15781575665548,6,52,0,0,13,1,686222,0,1,100.0,61.78873152778483
tier3,v9.2,v9.0,major_1x,56,16,42.04570259447693,28,198898,330632,95.7225024526373,1412,4,31,hybrid_cloud,10,6402,4938,2119,71.35883024265986,big_bang,35.65414349067511,scrum,2,0,1,1,0,0,1,1,1,0,74.11262616747443,15,75.72998705450362,9,53,0,0,11,0,1749854,1,1,96.64486462835332,42.12125122631865
tier2,v8.5,v11.0,minor,107,26,65.30748342764086,39,249427,602293,99.09278596390283,320,5,6,on_premise,10,36786,2473,6684,88.90860237530873,canary,22.26979387010532,kanban,7,1,1,1,0,0,1,1,1,1,73.73029284664433,12,67.93472261533373,1,15,1,0,9,1,1904481,1,1,80.57598991136294,75.14639298195141
tier2,v9.2,v11.0,minor,13,8,24.872943457378373,21,164052,667500,98.29431892447629,1060,12,18,private_cloud,34,23770,5212,5370,90.08704949437251,rolling,19.38724902606988,waterfall,7,1,1,1,1,1,1,1,0,1,83.37993540530378,8,68.13189648011777,11,16,0,1,8,1,1639191,1,1,94.05517246319559,32.94715946223813
tier1,v8.2,v11.0,minor,53,28,33.241438341270154,41,188724,458807,95.80235963671991,572,13,50,private_cloud,41,18704,8301,6170,95.16978235528681,canary,96.04754673010781,kanban,0,1,1,1,1,1,1,0,1,1,74.86231260009048,10,78.0230892757276,12,41,0,0,9,1,3475007,1,1,99.91297017004078,22.461179818359966
tier2,v9.2,v9.0,major_1x,26,9,70.20640262969312,23,209157,564920,97.60134892728694,921,10,12,private_cloud,21,33639,4475,7240,93.32027215664729,big_bang,51.24587142685392,scrum,0,0,1,1,1,1,1,0,1,1,63.88611301652539,12,82.30216968133344,3,48,0,0,6,1,3787224,0,1,100.0,44.38067446364347
tier2,v8.2,v11.0,major_1x,102,19,40.73744274086519,41,397139,607645,96.78186259732857,403,9,5,on_premise,36,33712,7043,7921,92.88049011192861,blue_green,61.39089728623024,kanban,2,1,1,1,1,1,0,1,1,1,62.66910902785618,12,57.61280720651845,7,55,0,1,8,1,1367853,1,1,100.0,60.83093129866428
tier3,v9.0,v10.1,major_1x,55,22,55.82311575451023,19,84203,224274,98.13613999265394,1299,0,30,on_premise,11,5927,4830,1869,74.9557228183533,canary,45.15443410748695,waterfall,3,1,1,1,1,1,0,1,1,1,88.4242863429613,14,51.81031048026405,10,25,0,0,10,0,1726913,0,1,55.19086633243941,58.088069996326965
tier2,v8.2,v9.0,major_1x,54,17,43.59061988842821,41,87011,745114,96.78474770087823,1706,5,7,on_premise,25,33745,5119,3466,91.61194280920073,blue_green,52.5877896667767,agile,4,1,1,1,0,1,1,1,1,1,82.7725003112383,10,81.45075272738893,9,8,1,1,14,0,2478704,1,1,60.42339439807735,45.77237385043912
tier1,v10.1,v9.2,major_2x,22,5,46.308156352540124,22,489448,279477,98.42739202714745,1860,7,13,public_cloud,38,23099,5446,1897,98.85718279124792,blue_green,62.55035751468775,waterfall,4,1,0,1,1,1,1,1,0,1,70.75505228632728,8,62.80607402135553,5,9,0,1,15,1,4199621,1,1,100.0,34.51369601357372
tier3,v9.2,v11.0,minor,64,2,20.648621887066774,30,288171,647249,95.82837551593119,985,4,34,hybrid_cloud,22,19780,5104,6011,75.21887819944546,blue_green,36.27469414640561,waterfall,1,1,1,1,1,0,1,1,1,1,79.60575444857564,13,57.65035213451533,2,58,0,0,9,1,1507150,0,1,61.9724662444619,49.21418775796559
tier3,v8.2,v10.5,major_1x,65,14,59.23383464885842,13,107310,362765,97.22471120406435,781,9,11,on_premise,24,6493,3445,6203,60.587045604947214,canary,62.60267699423804,kanban,0,1,1,1,1,1,1,1,1,0,85.61785624648377,10,76.36494636432818,4,15,0,0,7,0,620534,1,1,81.02213539517582,50.49235560203218
microfinance,v8.5,v9.0,minor,83,32,15.329773271644143,13,51159,476731,96.0817773123701,1212,10,23,private_cloud,18,13501,1885,3611,84.71743707968022,rolling,9.890694483540848,waterfall,3,1,1,1,1,1,1,1,1,0,79.57667323806528,11,66.16859455362254,8,32,0,1,3,0,1169871,0,1,75.78508581526123,32.30088865618505
tier3,v9.0,v9.2,major_1x,72,13,29.547128874558922,5,273910,249524,95.82534877804332,706,6,21,on_premise,6,9918,3603,1977,77.44488265370262,big_bang,51.81453865741506,scrum,4,1,1,1,1,0,1,1,1,1,80.85607974234729,14,57.237639234091624,1,30,0,0,11,0,904324,1,1,89.11306654250441,55.292674389021656
tier2,v8.5,v10.1,minor,36,32,54.33992197228943,40,99766,713523,97.87888210199748,1285,1,19,private_cloud,38,31664,7732,6076,88.99067610767257,rolling,61.21601379884055,agile,1,0,1,1,0,1,1,1,1,1,81.96956229323078,9,56.35447001897502,4,21,1,0,12,1,1827235,1,1,47.62034313716422,60.739441050998735
tier3,v8.5,v9.2,major_1x,92,42,40.35829438834468,29,134661,182238,97.50853554671063,641,4,33,hybrid_cloud,23,18242,5510,3561,80.59961250610328,big_bang,9.99350317050935,agile,1,1,1,1,0,1,0,1,1,0,82.48814430951778,14,47.15313239246218,8,47,0,0,7,1,2127961,0,1,86.21892775865932,57.434267773355316
tier3,v8.5,v11.0,minor,82,3,60.890042584197914,18,50172,599206,98.7332579819146,420,5,18,hybrid_cloud,12,13168,1070,3309,77.0575780100161,big_bang,19.89155633076296,scrum,0,0,1,1,1,1,1,1,1,1,74.59868240647175,15,58.38573902594566,7,42,1,1,7,1,2214636,0,1,89.86859654204594,66.9666289909573
tier1,v9.0,v10.5,minor,114,43,18.803279592590247,46,478531,518698,98.53697852918388,1918,6,43,hybrid_cloud,50,21108,9767,8428,98.6683625226222,blue_green,81.95532133580667,agile,6,1,1,1,1,1,1,0,1,1,68.69159256942756,8,84.7426498348136,5,35,0,0,6,1,2058533,0,1,65.4128048072684,21.40848926459195
tier3,v9.0,v11.0,major_2x,13,9,48.1594846701452,29,81275,395219,97.07177552639426,659,3,9,on_premise,21,13045,5483,5869,84.04691289519114,rolling,20.961625379766403,waterfall,4,0,1,1,1,1,1,1,1,1,68.56925176774497,9,75.07165945035759,9,41,0,0,13,1,2392906,1,1,90.49655299645066,71.85588776319713
microfinance,v9.0,v9.2,minor,49,25,36.05955654437287,25,175826,380256,98.10716957258734,772,4,3,on_premise,14,17873,3299,3809,68.15163447928359,big_bang,35.93093838007479,scrum,4,1,1,0,1,1,1,1,1,1,77.80549569869972,16,61.80153583202779,2,50,0,0,5,1,538390,1,1,76.82143578083316,70.11358478629367
tier2,v9.0,v9.0,minor,108,6,23.559148013397024,16,160080,433956,98.7091245430633,824,8,33,on_premise,13,30965,5719,3611,92.15234252543983,big_bang,16.736644648862608,agile,3,1,1,1,0,1,1,1,1,1,67.4635235565069,12,52.37596290367913,4,57,1,1,16,0,2552508,0,1,90.9590771200641,42.374562271531644
tier2,v8.5,v10.5,major_1x,82,3,58.47740557270566,32,309917,464907,97.59880216781553,1482,6,6,private_cloud,29,32814,7621,6899,81.77084189032648,blue_green,27.104719081439033,scrum,6,1,1,1,0,0,0,1,0,1,68.79789226929317,14,70.69037329530195,6,50,0,0,9,0,1347944,1,1,100.0,48.15940108390777
tier1,v10.1,v10.5,major_1x,43,44,42.50024668936373,28,223420,903925,97.84423607017543,1143,1,40,public_cloud,25,34743,8301,9324,92.3397790385194,rolling,90.72375672853398,scrum,7,1,1,1,1,1,1,1,1,0,88.40125007156233,4,84.38075212015157,6,21,0,1,12,0,3160662,1,1,21.62944317406663,53.06211803508772
tier2,v10.1,v9.2,major_1x,104,39,45.92749110219296,10,89591,282544,99.16069928443089,1444,5,39,hybrid_cloud,31,29093,4595,4798,85.55811431579191,canary,37.4537641757601,waterfall,5,1,1,1,1,1,1,1,1,1,77.7057719818373,14,80.97178952141293,11,21,0,1,12,1,3394544,1,1,52.19459543311744,36.20034964221546
tier2,v9.0,v11.0,major_1x,52,40,71.75920507466869,11,368210,534890,97.87041330368663,1604,12,35,hybrid_cloud,34,13504,4921,6771,84.18481871702748,big_bang,70.53794600328838,waterfall,0,1,1,1,0,1,1,1,0,1,63.597832956411864,14,70.35364147968725,11,43,0,0,4,1,3178213,0,1,100.0,13.355206651843318
tier3,v9.2,v9.2,minor,60,4,39.204306846662355,33,88759,372307,97.77549173455895,1050,6,14,on_premise,15,12243,2912,3867,76.48159594428314,canary,36.62199882162311,agile,5,1,0,1,1,1,0,1,1,1,76.55479744099874,18,52.19335985969353,8,53,0,0,5,1,1678420,1,1,100.0,52.88774586727948
tier1,v8.2,v10.5,minor,44,48,68.74885153608555,47,398369,818043,95.97942500987679,1590,12,7,hybrid_cloud,16,31705,8588,7244,90.08130803370143,canary,42.39299574690228,agile,0,1,1,1,1,0,1,0,1,1,72.1683530538186,7,77.70849105233192,5,20,0,1,9,0,2269817,1,1,100.0,26.6897125049384
microfinance,v9.2,v9.2,major_1x,49,38,51.231856562344234,23,240861,214988,97.47109035282217,537,7,15,on_premise,22,17009,3516,1176,64.57395132339893,big_bang,35.29409930370645,waterfall,2,1,1,0,1,1,1,1,1,1,68.75746309576881,18,57.259658655443744,5,41,0,1,6,1,1709956,0,1,96.52749284203021,59.495545176411085
tier3,v9.2,v10.5,minor,78,23,48.8919719822773,9,116340,223715,96.17990282353928,972,3,31,on_premise,23,16680,3336,3401,83.58950341864559,rolling,40.17439021320653,waterfall,4,1,1,1,0,0,1,1,1,1,65.91273341594744,13,75.71065537844872,4,34,0,1,13,1,2368921,0,1,64.27131080998848,54.14995141176965
tier3,v9.2,v11.0,major_2x,14,41,61.73705042706632,32,151605,379512,95.65001237660117,275,1,3,on_premise,9,13892,3450,2807,74.03313909402584,blue_green,69.02586227177675,waterfall,2,1,1,1,1,0,1,1,1,1,66.21096328050182,10,64.82966441615702,10,55,0,1,13,1,2464303,0,1,77.62229834062343,87.82500618830059
tier3,v10.1,v9.0,minor,50,34,26.32789838391249,5,296770,549189,98.2582817246522,922,3,3,on_premise,28,11439,1236,2404,75.10702507005178,big_bang,28.043534986309893,waterfall,6,1,1,1,1,1,1,1,1,1,75.52845116955174,14,44.391711224902764,9,19,0,1,8,0,1840588,1,1,65.70134109183955,70.1891408623261
tier1,v8.2,v9.0,major_1x,76,34,68.58312744449015,37,486870,630581,98.63395829970953,619,6,21,hybrid_cloud,20,23176,8593,8110,97.32754888040978,rolling,70.56424116427003,waterfall,1,1,1,1,0,1,1,1,1,1,78.54779766000335,13,75.63710030149947,6,67,0,1,12,1,4788662,0,1,58.526819319939385,58.43697914985478
tier2,v9.2,v9.2,major_2x,67,18,36.80902018707844,25,144233,231206,97.03802175078235,1688,6,7,private_cloud,27,19785,3505,6758,88.04417211959019,blue_green,61.87108454074013,kanban,7,1,1,1,1,1,1,0,1,1,76.86555194615315,10,63.44745917806943,1,64,1,1,14,1,3317158,1,1,86.51184875148516,43.25901087539117
tier3,v9.0,v10.5,major_1x,37,19,57.109500047657434,34,64356,308409,96.77229185821011,1381,5,16,on_premise,16,5120,2032,3539,84.42980105297049,blue_green,46.085622457791146,scrum,0,1,1,1,1,1,1,1,1,1,67.69818892533421,15,66.01066982484915,4,30,0,0,8,0,2275495,1,1,67.97678976332568,47.76614592910505
tier3,v10.1,v9.0,major_1x,50,4,39.61912300785765,8,271086,207938,95.93985561288481,833,0,12,private_cloud,8,10333,3805,5703,86.90551734249883,canary,36.67081528510576,agile,4,1,0,0,1,1,0,0,1,1,77.71969697565359,10,47.28031919728724,4,29,0,1,11,0,2193834,1,1,78.9697879086447,75.3099278064424
tier3,v9.0,v10.5,major_1x,18,7,59.59108380152479,5,56541,257407,95.27345354077222,1211,10,5,on_premise,16,25426,3459,5004,70.7281333783279,rolling,56.14245449516064,waterfall,6,1,1,1,1,1,1,1,1,1,80.77011413313313,10,76.21355503471786,4,27,0,1,5,0,2111647,1,1,84.0452134283442,40.916726770386106
tier2,v9.0,v11.0,major_1x,41,14,67.46527334981715,35,296331,613959,96.80682847673515,1202,7,24,on_premise,15,30249,4422,2032,97.2015980518434,rolling,67.7297145865166,scrum,6,1,1,0,1,0,1,1,1,0,90.11179947020543,20,71.5728494432324,6,37,1,0,6,1,1146641,1,1,84.51087637192029,41.36341423836757
microfinance,v9.2,v9.2,major_1x,85,31,42.301622903032964,22,105887,364189,95.60558550155936,357,6,18,on_premise,20,4596,3946,5008,66.63044052414618,big_bang,57.66505556364563,waterfall,2,0,1,1,1,1,1,1,1,1,84.40789798278198,11,53.66120973402848,9,18,0,0,7,1,1547321,1,1,96.15598903255311,63.66279275077967
tier1,v9.0,v10.5,minor,53,19,48.6358371501503,45,399878,431869,97.45068670522214,900,13,42,private_cloud,29,22736,6519,7211,87.72724679868924,big_bang,98.04187151847432,agile,1,0,1,1,1,0,1,1,0,1,91.09230131512959,6,75.80465384175724,3,29,1,0,13,1,3089727,0,1,100.0,20.725343352611077
microfinance,v8.2,v9.2,major_1x,69,21,51.943570644681444,17,37730,118938,97.84923639583344,391,4,27,on_premise,18,6536,2340,3231,78.95158881828314,big_bang,15.269198865651301,waterfall,3,0,1,1,0,1,0,0,1,1,65.56555005244735,15,58.38870136566442,4,36,0,0,5,1,553889,0,1,100.0,65.60461819791672
microfinance,v9.0,v10.5,minor,61,16,25.127263393126263,17,222030,85751,95.495401523337,851,3,17,on_premise,20,12688,2713,999,72.50381283315326,big_bang,40.303310967574696,agile,4,1,1,1,1,1,1,1,1,1,83.43474536265433,7,72.08854569491552,5,47,0,1,6,0,1175382,0,1,62.194683603393635,63.2277007616685
tier2,v9.2,v10.5,minor,64,18,15.320023311248136,15,366655,734839,95.78360897782886,934,12,40,public_cloud,34,20158,7433,5529,92.2877142542126,blue_green,74.30731675199287,kanban,4,1,1,1,1,1,1,0,1,1,70.64530247423703,14,46.30235776963409,10,25,0,1,16,1,3157882,0,1,93.51466731023561,23.211804488914424
